Transfer_Date,Transaction_ID,Counterparty_Bank,Transfer_Amount,Transfer_Currency,Transfer_Type,Transfer_Purpose
2024-08-24 23:16:44.534537,TXN_995,Bank A,24107.2,USD,Inbound,Liquidity Management
2024-03-02 23:16:44.534537,TXN_360,Bank C,36069.86,EUR,Inbound,Settlement
2024-01-03 23:16:44.534537,TXN_820,Bank B,22867.69,EUR,Outbound,Settlement
2024-01-06 23:16:44.534537,TXN_328,Bank A,27685.95,GBP,Inbound,Liquidity Management
2024-02-18 23:16:44.534537,TXN_672,Bank A,26705.35,EUR,Outbound,Settlement
2024-04-07 23:16:44.534537,TXN_117,Bank C,17852.31,USD,Outbound,Liquidity Management
2024-07-30 23:16:44.534537,TXN_635,Bank A,45371.74,EUR,Inbound,Liquidity Management
2024-05-15 23:16:44.534537,TXN_691,Bank C,27834.94,GBP,Inbound,Settlement
2024-06-14 23:16:44.534537,TXN_156,Bank C,18187.15,GBP,Inbound,Liquidity Management
2023-12-29 23:16:44.534537,TXN_603,Bank A,15425.15,EUR,Outbound,Liquidity Management
2024-09-23 23:16:44.534537,TXN_584,Bank C,44078.25,EUR,Inbound,Settlement
2024-03-05 23:16:44.534537,TXN_953,Bank A,47190.87,EUR,Outbound,Settlement
2024-07-26 23:16:44.534537,TXN_188,Bank C,41221.08,EUR,Outbound,Settlement
2023-10-20 23:16:44.534537,TXN_560,Bank C,24251.61,GBP,Inbound,Liquidity Management
2024-06-03 23:16:44.534537,TXN_818,Bank C,10407.98,GBP,Outbound,Liquidity Management
2024-06-03 23:16:44.534537,TXN_10,Bank C,33827.51,USD,Inbound,Settlement
2024-06-26 23:16:44.534537,TXN_335,Bank B,16895.53,GBP,Inbound,Settlement
2023-11-04 23:16:44.534537,TXN_215,Bank C,25906.0,GBP,Inbound,Liquidity Management
2024-02-16 23:16:44.534537,TXN_355,Bank B,31084.44,EUR,Inbound,Settlement
2024-01-10 23:16:44.534537,TXN_825,Bank C,16243.1,USD,Outbound,Liquidity Management
2023-10-09 23:16:44.534537,TXN_987,Bank A,22755.35,USD,Inbound,Settlement
2024-08-21 23:16:44.534537,TXN_145,Bank C,16898.3,GBP,Outbound,Liquidity Management
2024-07-26 23:16:44.534537,TXN_495,Bank A,32878.96,EUR,Outbound,Settlement
2024-01-13 23:16:44.534537,TXN_633,Bank C,42820.14,EUR,Inbound,Settlement
2024-07-24 23:16:44.534537,TXN_652,Bank A,23750.56,GBP,Inbound,Settlement
2024-06-11 23:16:44.534537,TXN_911,Bank A,31963.38,EUR,Inbound,Liquidity Management
2024-09-07 23:16:44.534537,TXN_313,Bank C,37754.2,GBP,Outbound,Liquidity Management
2024-07-13 23:16:44.534537,TXN_57,Bank A,43580.91,GBP,Outbound,Liquidity Management
2023-10-29 23:16:44.534537,TXN_858,Bank B,16817.33,GBP,Outbound,Liquidity Management
2024-07-05 23:16:44.534537,TXN_766,Bank A,46738.12,GBP,Outbound,Liquidity Management
2024-07-07 23:16:44.534537,TXN_89,Bank B,26490.63,GBP,Outbound,Settlement
2024-01-05 23:16:44.534537,TXN_809,Bank B,27614.77,USD,Inbound,Settlement
2024-09-16 23:16:44.534537,TXN_961,Bank B,10461.22,USD,Inbound,Settlement
2024-02-22 23:16:44.534537,TXN_791,Bank A,43096.62,USD,Outbound,Settlement
2024-02-26 23:16:44.534537,TXN_544,Bank A,14672.36,USD,Inbound,Settlement
2024-02-15 23:16:44.534537,TXN_864,Bank B,13006.75,EUR,Outbound,Settlement
2024-08-11 23:16:44.534537,TXN_637,Bank C,36693.06,EUR,Inbound,Liquidity Management
2024-01-25 23:16:44.534537,TXN_961,Bank B,21802.73,EUR,Outbound,Settlement
2023-12-21 23:16:44.534537,TXN_105,Bank C,26824.89,GBP,Inbound,Settlement
2023-11-23 23:16:44.534537,TXN_62,Bank B,35051.56,USD,Inbound,Settlement
2024-08-08 23:16:44.534537,TXN_199,Bank A,40089.15,USD,Outbound,Settlement
2023-10-27 23:16:44.534537,TXN_121,Bank A,12782.71,EUR,Outbound,Settlement
2023-10-18 23:16:44.534537,TXN_829,Bank B,18876.07,EUR,Inbound,Liquidity Management
2024-08-05 23:16:44.534537,TXN_504,Bank A,48789.78,GBP,Outbound,Liquidity Management
2024-05-24 23:16:44.534537,TXN_625,Bank A,47447.06,EUR,Inbound,Settlement
2024-06-25 23:16:44.534537,TXN_798,Bank C,47645.38,USD,Outbound,Settlement
2024-09-29 23:16:44.534537,TXN_643,Bank A,37014.52,USD,Outbound,Settlement
2024-09-23 23:16:44.534537,TXN_443,Bank A,23895.88,GBP,Outbound,Liquidity Management
2024-07-24 23:16:44.534537,TXN_535,Bank C,48422.51,USD,Inbound,Settlement
2023-12-22 23:16:44.534537,TXN_487,Bank A,12358.55,EUR,Inbound,Settlement
2024-05-06 23:16:44.534537,TXN_705,Bank B,32325.59,USD,Outbound,Liquidity Management
2024-05-11 23:16:44.534537,TXN_289,Bank A,46068.1,EUR,Outbound,Liquidity Management
2024-06-28 23:16:44.534537,TXN_457,Bank C,21717.74,USD,Inbound,Liquidity Management
2024-05-06 23:16:44.534537,TXN_437,Bank B,33365.88,GBP,Outbound,Settlement
2023-10-26 23:16:44.534537,TXN_371,Bank A,26128.05,GBP,Inbound,Liquidity Management
2024-05-07 23:16:44.534537,TXN_575,Bank A,14973.81,GBP,Outbound,Settlement
2024-08-31 23:16:44.534537,TXN_136,Bank C,48825.33,USD,Inbound,Liquidity Management
2023-12-22 23:16:44.534537,TXN_824,Bank C,39178.3,GBP,Outbound,Settlement
2024-01-11 23:16:44.534537,TXN_967,Bank B,24793.51,EUR,Outbound,Liquidity Management
2024-04-24 23:16:44.534537,TXN_198,Bank C,34846.74,USD,Inbound,Liquidity Management
2024-02-19 23:16:44.534537,TXN_822,Bank B,33792.57,GBP,Outbound,Settlement
2024-03-12 23:16:44.534537,TXN_149,Bank A,22180.78,EUR,Inbound,Liquidity Management
2023-10-05 23:16:44.534537,TXN_250,Bank B,27146.79,USD,Outbound,Liquidity Management
2024-08-29 23:16:44.534537,TXN_614,Bank C,42085.15,USD,Inbound,Settlement
2024-08-14 23:16:44.534537,TXN_482,Bank A,12197.91,USD,Inbound,Liquidity Management
2023-10-05 23:16:44.534537,TXN_242,Bank C,38775.0,EUR,Inbound,Liquidity Management
2023-11-11 23:16:44.534537,TXN_825,Bank A,41569.9,USD,Inbound,Settlement
2024-05-07 23:16:44.534537,TXN_85,Bank C,44562.51,GBP,Inbound,Settlement
2024-02-28 23:16:44.534537,TXN_464,Bank C,43366.63,GBP,Outbound,Liquidity Management
2023-10-12 23:16:44.534537,TXN_999,Bank B,36122.13,GBP,Outbound,Liquidity Management
2024-04-02 23:16:44.534537,TXN_913,Bank B,16917.97,EUR,Outbound,Settlement
2024-03-10 23:16:44.534537,TXN_613,Bank B,26688.17,GBP,Outbound,Settlement
2023-11-25 23:16:44.534537,TXN_944,Bank C,38199.14,GBP,Outbound,Liquidity Management
2024-05-09 23:16:44.534537,TXN_25,Bank A,27789.64,EUR,Outbound,Settlement
2024-03-12 23:16:44.534537,TXN_323,Bank C,48546.01,EUR,Inbound,Settlement
2024-07-07 23:16:44.534537,TXN_596,Bank A,41961.36,EUR,Inbound,Settlement
2024-02-23 23:16:44.534537,TXN_343,Bank B,16445.06,USD,Outbound,Liquidity Management
2024-02-25 23:16:44.534537,TXN_59,Bank C,39429.05,EUR,Inbound,Settlement
2024-05-21 23:16:44.534537,TXN_206,Bank C,34005.85,USD,Outbound,Liquidity Management
2024-04-15 23:16:44.534537,TXN_386,Bank A,45240.9,GBP,Inbound,Settlement
2023-10-14 23:16:44.534537,TXN_253,Bank A,33160.26,EUR,Outbound,Liquidity Management
2023-12-26 23:16:44.534537,TXN_22,Bank B,10036.89,USD,Outbound,Liquidity Management
2024-08-28 23:16:44.534537,TXN_546,Bank C,17858.54,GBP,Inbound,Settlement
2024-09-06 23:16:44.534537,TXN_540,Bank A,33123.18,USD,Inbound,Liquidity Management
2024-03-30 23:16:44.534537,TXN_533,Bank C,21627.32,USD,Inbound,Liquidity Management
2023-12-22 23:16:44.534537,TXN_58,Bank B,25631.28,EUR,Inbound,Settlement
2024-05-09 23:16:44.534537,TXN_146,Bank B,17505.6,GBP,Inbound,Liquidity Management
2023-11-03 23:16:44.534537,TXN_97,Bank A,36909.14,GBP,Inbound,Settlement
2024-08-31 23:16:44.534537,TXN_144,Bank A,37122.28,USD,Outbound,Liquidity Management
2024-05-28 23:16:44.534537,TXN_497,Bank A,48767.46,GBP,Inbound,Settlement
2024-09-04 23:16:44.534537,TXN_390,Bank B,46270.35,GBP,Inbound,Liquidity Management
2023-10-09 23:16:44.534537,TXN_594,Bank A,49637.4,EUR,Outbound,Liquidity Management
2023-10-07 23:16:44.534537,TXN_606,Bank B,42334.79,GBP,Inbound,Liquidity Management
2024-07-29 23:16:44.534537,TXN_695,Bank C,36961.27,USD,Inbound,Liquidity Management
2024-05-12 23:16:44.534537,TXN_490,Bank C,47735.95,USD,Inbound,Settlement
2023-12-26 23:16:44.534537,TXN_306,Bank B,42305.58,EUR,Outbound,Liquidity Management
2024-08-21 23:16:44.534537,TXN_15,Bank B,48849.48,GBP,Outbound,Settlement
2024-04-29 23:16:44.534537,TXN_230,Bank B,44760.99,USD,Inbound,Liquidity Management
2024-05-17 23:16:44.534537,TXN_307,Bank B,49913.42,GBP,Outbound,Liquidity Management
2024-05-07 23:16:44.534537,TXN_473,Bank A,39899.85,EUR,Outbound,Settlement
2024-04-27 23:16:44.534537,TXN_325,Bank C,16646.43,USD,Outbound,Settlement
2024-02-03 23:16:44.534537,TXN_951,Bank C,27277.43,USD,Outbound,Liquidity Management
2023-12-06 23:16:44.534537,TXN_418,Bank A,26850.95,USD,Inbound,Settlement
2023-12-31 23:16:44.534537,TXN_910,Bank A,28325.07,USD,Inbound,Settlement
2024-01-07 23:16:44.534537,TXN_718,Bank B,26712.03,EUR,Inbound,Settlement
2024-09-28 23:16:44.534537,TXN_730,Bank C,11635.55,EUR,Inbound,Liquidity Management
2024-06-16 23:16:44.534537,TXN_166,Bank A,13883.38,USD,Outbound,Settlement
2024-09-19 23:16:44.534537,TXN_649,Bank B,32056.75,USD,Inbound,Liquidity Management
2024-07-15 23:16:44.534537,TXN_918,Bank A,37231.13,GBP,Inbound,Liquidity Management
2024-05-21 23:16:44.534537,TXN_661,Bank B,28002.39,GBP,Inbound,Liquidity Management
2024-06-07 23:16:44.534537,TXN_945,Bank C,23174.37,EUR,Outbound,Settlement
2024-04-11 23:16:44.534537,TXN_287,Bank B,46882.16,GBP,Outbound,Settlement
2024-01-30 23:16:44.534537,TXN_12,Bank A,49278.53,GBP,Inbound,Liquidity Management
2024-01-31 23:16:44.534537,TXN_395,Bank A,40590.26,USD,Outbound,Liquidity Management
2024-02-27 23:16:44.534537,TXN_104,Bank B,19370.79,EUR,Outbound,Settlement
2024-03-04 23:16:44.534537,TXN_568,Bank B,43779.19,USD,Inbound,Settlement
2024-09-07 23:16:44.534537,TXN_296,Bank B,45696.38,EUR,Inbound,Liquidity Management
2024-01-17 23:16:44.534537,TXN_148,Bank B,26291.31,USD,Outbound,Liquidity Management
2024-03-09 23:16:44.534537,TXN_63,Bank B,43032.14,GBP,Outbound,Liquidity Management
2024-05-04 23:16:44.534537,TXN_615,Bank C,40128.77,USD,Inbound,Settlement
2023-10-29 23:16:44.534537,TXN_535,Bank C,11900.2,EUR,Outbound,Liquidity Management
2024-03-04 23:16:44.534537,TXN_258,Bank B,27954.26,GBP,Outbound,Liquidity Management
2023-10-21 23:16:44.534537,TXN_773,Bank B,36465.18,GBP,Inbound,Liquidity Management
2024-04-27 23:16:44.534537,TXN_949,Bank B,10971.53,EUR,Inbound,Liquidity Management
2023-12-09 23:16:44.534537,TXN_360,Bank C,38066.43,GBP,Inbound,Liquidity Management
2024-07-22 23:16:44.534537,TXN_566,Bank A,33859.48,USD,Inbound,Settlement
2024-03-13 23:16:44.534537,TXN_509,Bank C,37702.83,GBP,Inbound,Settlement
2024-08-29 23:16:44.534537,TXN_238,Bank A,30907.75,GBP,Inbound,Liquidity Management
2024-08-30 23:16:44.534537,TXN_692,Bank B,43374.81,USD,Outbound,Settlement
2024-07-28 23:16:44.534537,TXN_328,Bank B,20142.82,USD,Outbound,Liquidity Management
2024-05-13 23:16:44.534537,TXN_72,Bank C,44425.29,GBP,Inbound,Liquidity Management
2024-09-23 23:16:44.534537,TXN_345,Bank A,21416.25,GBP,Inbound,Liquidity Management
2024-08-20 23:16:44.534537,TXN_725,Bank B,47699.23,USD,Outbound,Liquidity Management
2023-12-29 23:16:44.534537,TXN_772,Bank A,22326.23,USD,Inbound,Liquidity Management
2023-12-30 23:16:44.534537,TXN_744,Bank A,13524.93,USD,Inbound,Settlement
2024-05-24 23:16:44.534537,TXN_640,Bank B,46190.46,GBP,Outbound,Liquidity Management
2024-04-21 23:16:44.534537,TXN_96,Bank B,14939.9,USD,Inbound,Settlement
2024-03-09 23:16:44.534537,TXN_268,Bank A,24363.83,EUR,Outbound,Liquidity Management
2024-05-24 23:16:44.534537,TXN_898,Bank A,32570.66,GBP,Outbound,Settlement
2024-09-12 23:16:44.534537,TXN_331,Bank B,14266.09,USD,Inbound,Settlement
2024-04-05 23:16:44.534537,TXN_179,Bank A,25594.93,GBP,Inbound,Settlement
2023-11-06 23:16:44.534537,TXN_588,Bank C,45672.29,USD,Inbound,Liquidity Management
2024-02-17 23:16:44.534537,TXN_579,Bank B,22130.29,EUR,Outbound,Liquidity Management
2023-11-04 23:16:44.534537,TXN_680,Bank B,17134.14,GBP,Outbound,Settlement
2024-03-09 23:16:44.534537,TXN_369,Bank A,49705.85,USD,Inbound,Settlement
2023-12-24 23:16:44.534537,TXN_849,Bank B,41706.49,EUR,Outbound,Settlement
2024-08-13 23:16:44.534537,TXN_973,Bank C,36203.87,EUR,Inbound,Liquidity Management
2023-11-02 23:16:44.534537,TXN_503,Bank C,42083.88,USD,Outbound,Liquidity Management
2024-08-12 23:16:44.534537,TXN_976,Bank A,44844.4,EUR,Outbound,Settlement
2023-12-14 23:16:44.534537,TXN_702,Bank A,39163.87,EUR,Inbound,Settlement
2024-06-23 23:16:44.534537,TXN_308,Bank C,26076.62,EUR,Inbound,Settlement
2024-09-27 23:16:44.534537,TXN_659,Bank B,25493.42,GBP,Inbound,Settlement
2024-07-20 23:16:44.534537,TXN_287,Bank B,11943.82,USD,Inbound,Liquidity Management
2024-04-27 23:16:44.534537,TXN_101,Bank C,44884.62,USD,Inbound,Liquidity Management
2023-10-15 23:16:44.534537,TXN_545,Bank B,37699.69,EUR,Outbound,Liquidity Management
2023-11-01 23:16:44.534537,TXN_641,Bank A,36753.29,USD,Outbound,Settlement
2024-05-12 23:16:44.534537,TXN_470,Bank C,49199.27,GBP,Outbound,Liquidity Management
2024-06-28 23:16:44.534537,TXN_793,Bank A,11618.95,GBP,Outbound,Settlement
2024-08-17 23:16:44.534537,TXN_950,Bank B,15285.51,GBP,Inbound,Settlement
2023-11-05 23:16:44.534537,TXN_829,Bank B,27862.64,EUR,Inbound,Liquidity Management
2024-10-01 23:16:44.534537,TXN_716,Bank C,40371.82,GBP,Inbound,Liquidity Management
2024-07-29 23:16:44.534537,TXN_874,Bank C,36601.88,EUR,Outbound,Settlement
2024-01-22 23:16:44.534537,TXN_143,Bank C,13705.39,USD,Outbound,Liquidity Management
2023-11-20 23:16:44.534537,TXN_498,Bank C,43001.04,USD,Inbound,Settlement
2024-07-19 23:16:44.534537,TXN_36,Bank A,20518.85,USD,Inbound,Liquidity Management
2024-09-01 23:16:44.534537,TXN_276,Bank A,44577.52,EUR,Outbound,Settlement
2024-09-15 23:16:44.534537,TXN_521,Bank C,37876.46,USD,Inbound,Liquidity Management
2024-09-08 23:16:44.534537,TXN_637,Bank A,26743.29,USD,Outbound,Settlement
2024-08-11 23:16:44.534537,TXN_475,Bank A,33056.11,USD,Outbound,Settlement
2024-03-08 23:16:44.534537,TXN_321,Bank A,48017.38,GBP,Inbound,Liquidity Management
2024-05-23 23:16:44.534537,TXN_164,Bank B,20041.06,GBP,Inbound,Liquidity Management
2024-08-07 23:16:44.534537,TXN_299,Bank C,43296.89,GBP,Inbound,Settlement
2023-12-25 23:16:44.534537,TXN_571,Bank A,48062.22,EUR,Inbound,Settlement
2023-12-15 23:16:44.534537,TXN_454,Bank A,13904.22,GBP,Inbound,Liquidity Management
2024-02-02 23:16:44.534537,TXN_245,Bank A,37442.92,USD,Outbound,Settlement
2023-10-17 23:16:44.534537,TXN_769,Bank B,38540.49,USD,Inbound,Liquidity Management
2024-02-03 23:16:44.534537,TXN_519,Bank A,37925.83,EUR,Outbound,Liquidity Management
2024-06-04 23:16:44.534537,TXN_978,Bank A,32031.45,GBP,Inbound,Liquidity Management
2024-01-04 23:16:44.534537,TXN_157,Bank A,35292.63,EUR,Inbound,Liquidity Management
2024-01-11 23:16:44.534537,TXN_669,Bank B,28766.8,EUR,Outbound,Settlement
2024-01-15 23:16:44.534537,TXN_68,Bank B,18696.51,GBP,Inbound,Liquidity Management
2023-10-16 23:16:44.534537,TXN_949,Bank C,37554.37,GBP,Inbound,Settlement
2024-04-26 23:16:44.534537,TXN_970,Bank A,23489.95,GBP,Outbound,Settlement
2024-07-04 23:16:44.534537,TXN_714,Bank B,46934.15,USD,Inbound,Liquidity Management
2024-03-04 23:16:44.534537,TXN_807,Bank A,45715.99,EUR,Inbound,Liquidity Management
2024-06-26 23:16:44.534537,TXN_670,Bank C,17202.86,GBP,Outbound,Settlement
2023-12-25 23:16:44.534537,TXN_833,Bank A,47331.44,USD,Inbound,Liquidity Management
2024-02-03 23:16:44.534537,TXN_10,Bank A,45863.77,EUR,Inbound,Settlement
2024-04-13 23:16:44.534537,TXN_512,Bank C,44413.73,EUR,Inbound,Settlement
2023-10-30 23:16:44.534537,TXN_935,Bank C,36738.25,EUR,Outbound,Liquidity Management
2024-05-07 23:16:44.534537,TXN_709,Bank C,28605.02,GBP,Outbound,Liquidity Management
2024-01-21 23:16:44.534537,TXN_195,Bank A,22389.55,USD,Outbound,Liquidity Management
2024-02-26 23:16:44.534537,TXN_99,Bank B,20188.73,USD,Outbound,Settlement
2024-01-21 23:16:44.534537,TXN_571,Bank B,39040.87,EUR,Outbound,Liquidity Management
2024-03-24 23:16:44.534537,TXN_730,Bank C,15209.28,USD,Inbound,Settlement
2024-03-22 23:16:44.534537,TXN_207,Bank C,17565.47,USD,Inbound,Liquidity Management
2024-06-12 23:16:44.534537,TXN_672,Bank B,21196.72,USD,Outbound,Settlement
2023-10-15 23:16:44.534537,TXN_490,Bank B,34183.75,GBP,Outbound,Settlement
2024-04-09 23:16:44.534537,TXN_157,Bank A,38337.87,GBP,Outbound,Settlement
2023-10-23 23:16:44.534537,TXN_4,Bank A,14259.29,USD,Inbound,Liquidity Management
2024-08-31 23:16:44.534537,TXN_178,Bank A,31721.18,GBP,Inbound,Liquidity Management
2024-05-07 23:16:44.534537,TXN_629,Bank A,45251.73,GBP,Outbound,Settlement
2024-07-17 23:16:44.534537,TXN_346,Bank A,43476.77,GBP,Inbound,Liquidity Management
2024-08-26 23:16:44.534537,TXN_565,Bank C,49133.42,GBP,Outbound,Liquidity Management
2023-10-13 23:16:44.534537,TXN_398,Bank B,49921.97,USD,Outbound,Liquidity Management
2024-06-23 23:16:44.534537,TXN_853,Bank A,10937.4,EUR,Outbound,Liquidity Management
2023-12-27 23:16:44.534537,TXN_442,Bank B,30551.03,USD,Inbound,Liquidity Management
2023-11-25 23:16:44.534537,TXN_899,Bank A,27596.79,GBP,Outbound,Settlement
2024-08-12 23:16:44.534537,TXN_68,Bank A,46085.57,USD,Inbound,Settlement
2023-12-06 23:16:44.534537,TXN_305,Bank A,19665.9,GBP,Inbound,Liquidity Management
2024-09-01 23:16:44.534537,TXN_635,Bank A,35432.17,USD,Outbound,Liquidity Management
2024-08-03 23:16:44.534537,TXN_808,Bank C,27532.92,GBP,Inbound,Settlement
2024-03-03 23:16:44.534537,TXN_20,Bank A,16628.96,EUR,Inbound,Liquidity Management
2024-06-26 23:16:44.534537,TXN_759,Bank B,21662.24,EUR,Inbound,Settlement
2024-05-18 23:16:44.534537,TXN_834,Bank A,33068.79,EUR,Outbound,Settlement
2024-02-26 23:16:44.534537,TXN_168,Bank B,33917.3,EUR,Inbound,Liquidity Management
2024-08-16 23:16:44.534537,TXN_604,Bank C,14569.64,GBP,Inbound,Settlement
2024-03-28 23:16:44.534537,TXN_112,Bank B,24176.33,GBP,Inbound,Settlement
2024-06-19 23:16:44.534537,TXN_27,Bank C,19376.56,GBP,Inbound,Settlement
2024-04-18 23:16:44.534537,TXN_64,Bank B,24481.48,GBP,Inbound,Liquidity Management
2024-05-08 23:16:44.534537,TXN_809,Bank C,39017.69,EUR,Outbound,Settlement
2024-07-02 23:16:44.534537,TXN_155,Bank C,46701.93,USD,Outbound,Settlement
2023-12-18 23:16:44.534537,TXN_637,Bank C,47335.28,EUR,Inbound,Liquidity Management
2023-12-14 23:16:44.534537,TXN_126,Bank B,15101.33,GBP,Inbound,Liquidity Management
2024-06-20 23:16:44.534537,TXN_379,Bank B,42269.37,GBP,Inbound,Settlement
2024-05-05 23:16:44.534537,TXN_614,Bank C,36824.11,USD,Inbound,Liquidity Management
2024-02-27 23:16:44.534537,TXN_474,Bank B,42570.0,USD,Inbound,Liquidity Management
2024-06-10 23:16:44.534537,TXN_421,Bank B,47143.2,GBP,Inbound,Liquidity Management
2024-09-27 23:16:44.534537,TXN_569,Bank A,21977.87,EUR,Inbound,Liquidity Management
2024-03-26 23:16:44.534537,TXN_217,Bank C,21446.91,EUR,Inbound,Settlement
